#NAME	002VWWX	004AWZY	004VWZY	006VHQK	027VYMX	031VPYH	036AXHM	036VXHM	040VYDY	047VLRL
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp. CJ74	6.16E-05	0	0	9.91E-06	0	4.44E-05	2.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp. GS13	0	0	0	5.05E-06	6.50E-06	4.44E-05	2.00E-05	5.42E-05	2.29E-06	3.89E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp. HYN0086	3.08E-05	0	0	3.11E-06	6.50E-06	4.44E-05	0	2.71E-05	2.29E-06	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp. KBS0721	3.08E-05	8.46E-06	0	5.83E-06	3.25E-05	3.80E-05	4.00E-05	0	4.58E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp. XS-5	7.70E-05	0	0	9.91E-06	1.30E-05	2.53E-05	6.00E-05	2.71E-05	2.29E-06	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Formosa;s__Formosa agariphila	3.08E-05	0	0	3.11E-06	0	2.53E-05	8.00E-05	2.71E-05	2.29E-06	2.59E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Formosa;s__Formosa sp. Hel1_31_208	1.54E-05	0	7.64E-06	3.69E-06	0	2.53E-05	0.008336499	0	0.000496854	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Formosa;s__Formosa sp. Hel1_33_131	7.70E-05	0	0	7.58E-06	0	2.53E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Formosa;s__Formosa sp. Hel3_A1_48	7.70E-05	8.46E-06	0	5.44E-06	0	3.17E-05	2.00E-05	2.71E-05	4.58E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Formosa;s__Formosa sp. PS13	7.70E-05	0	7.64E-06	5.83E-06	0	2.53E-05	4.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__Gillisia sp. Hel1_33_143	0	0	7.64E-06	6.22E-06	0	5.07E-05	0	5.42E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gilvibacter;s__Gilvibacter sp. SZ-19	6.16E-05	8.46E-06	0	2.33E-06	0	3.80E-05	4.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella flava	6.16E-05	8.46E-06	0	5.64E-06	0	1.90E-05	0	0	0	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella forsetii	1.54E-05	0	0	1.21E-05	0	5.07E-05	2.00E-05	0.000108331	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella fulva	1.54E-05	0	0	5.83E-06	0	6.34E-06	4.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella salexigens	4.62E-05	0	0	2.72E-06	0	0	2.00E-05	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella sp. MAR_2010_102	4.62E-05	0	0	4.08E-06	0	1.27E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella sp. MAR_2010_147	0	0	0	4.28E-06	0	2.53E-05	2.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;s__Kordia sp. SMS9	9.24E-05	0	0	7.19E-06	0	6.34E-05	4.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;s__Lacinutrix sp. 5H-3-7-4	1.54E-05	0	0	2.33E-06	0	3.80E-05	0	2.71E-05	4.58E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;s__Lacinutrix sp. Bg11-31	3.08E-05	8.46E-06	0	3.50E-06	0	0	6.00E-05	2.71E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;s__Lacinutrix venerupis	3.08E-05	0	7.64E-06	8.16E-06	6.50E-06	2.53E-05	0	5.42E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter profundi	0	8.46E-06	0	4.67E-06	0	1.90E-05	4.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter sp. LPB0138	0	0	0	3.30E-06	0	1.27E-05	2.00E-05	0	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter cobaltidurans	0	0	0	6.80E-06	0	3.80E-05	8.00E-05	2.71E-05	4.58E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter sp. 1_2014MBL_MicDiv	0	0	0	5.83E-07	6.50E-06	1.27E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter sp. HTCC2170	3.08E-05	0	0	5.44E-06	6.50E-06	1.27E-05	0	0	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter sp. MAR_2009_60	0	0	0	1.75E-06	0	0	2.00E-05	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter sp. MJ134	4.62E-05	0	0	3.69E-06	1.30E-05	1.27E-05	0	2.71E-05	4.58E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter sp. T28	3.08E-05	0	0	7.00E-06	0	3.17E-05	0	0	0	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mariniflexile;s__Mariniflexile sp. TRM1-10	9.24E-05	8.46E-06	0	5.25E-06	1.95E-05	3.17E-05	6.00E-05	5.42E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda lutaonensis	3.08E-05	0	0	8.16E-06	6.50E-06	3.80E-05	4.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda ruestringensis	9.24E-05	0	0	1.09E-05	0	1.90E-05	0.001099538	2.71E-05	3.66E-05	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muriicola;s__Muriicola sp. MMS17-SY002	4.62E-05	0	0	2.72E-06	1.30E-05	6.34E-06	6.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides odoratimimus	0	0	0	9.72E-07	0	3.80E-05	0	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides odoratus	1.54E-05	0	0	1.28E-05	0	2.53E-05	0	5.42E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides profundi	0	0	0	1.17E-06	0	6.34E-06	2.00E-05	8.12E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides sp. A21	0	8.46E-06	0	0	0	1.27E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides sp. ZB35	0	0	0	3.89E-06	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens dokdonensis	1.54E-05	0	0	1.94E-06	0	1.27E-05	2.00E-05	2.71E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens marinus	0	0	0	9.91E-06	0	1.90E-05	0	5.42E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens sediminis	1.54E-05	0	0	0	0	1.27E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens sp. Hel1_33_55	9.24E-05	0	0	2.14E-06	0	1.27E-05	0	0.000108331	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens sp. MB-3u-79	4.62E-05	8.46E-06	0	6.03E-06	6.50E-06	1.90E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens sp. MIC269	0	0	0	5.83E-07	0	1.27E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens sp. MJ115	1.54E-05	0	0	5.64E-06	0	1.90E-05	0	2.71E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens spongiae	3.08E-05	1.69E-05	0	7.58E-06	0	3.80E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Oceanihabitans;s__Oceanihabitans sp. IOP_32	1.54E-05	0	0	8.36E-06	0	5.70E-05	2.00E-05	5.42E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya aquimaris	1.54E-05	0	0	4.28E-06	0	3.80E-05	4.00E-05	0	9.16E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya sp. Bg11-27	1.54E-05	0	0	2.53E-06	0	1.90E-05	4.00E-05	0	0	2.59E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ornithobacterium;s__Ornithobacterium rhinotracheale	6.16E-05	0	0	1.77E-05	0	5.70E-05	2.00E-05	5.42E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter reichenbachii	4.62E-05	0	7.64E-06	6.80E-06	0	1.90E-05	0	5.42E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp. ALD11	0	0	0	7.58E-06	0	3.17E-05	0	2.71E-05	2.29E-06	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp. BM10	0	0	0	1.36E-06	0	1.27E-05	2.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp. Hel1_33_78	3.08E-05	0	0	8.94E-06	0	1.27E-05	0	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp. KT 15	1.54E-05	0	0	1.94E-07	0	6.34E-06	0	0	0	3.89E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp. KT25b	3.08E-05	8.46E-06	0	2.53E-06	1.95E-05	1.90E-05	2.00E-05	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp. MED152	0	0	0	5.64E-06	0	2.53E-05	2.00E-05	8.12E-05	2.29E-06	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp. SA4-10	0	0	0	3.89E-06	6.50E-06	3.80E-05	4.00E-05	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp. SA4-12	1.54E-05	0	0	2.53E-06	6.50E-06	2.53E-05	0	0	9.16E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter vadi	0	0	7.64E-06	2.53E-06	0	6.34E-06	2.00E-05	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__Psychroflexus torquis	0	0	0	6.22E-06	6.50E-06	0	0	0	0	2.59E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__Psychroserpens sp. NJDZ02	3.08E-05	0	0	2.33E-06	0	3.80E-05	0	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Riemerella;s__Riemerella anatipestifer	0.000184775	0	0	2.82E-05	1.95E-05	0.00010773	4.00E-05	0.000108331	2.29E-06	3.89E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__Robiginitalea biformata	7.70E-05	0	0	1.42E-05	0	2.53E-05	2.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter salegens	1.54E-05	1.69E-05	0	2.92E-06	0	1.90E-05	2.00E-05	0	0	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter sp. T436	3.08E-05	8.46E-06	0	7.00E-06	0	1.90E-05	0	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sediminicola;s__Sediminicola sp. YIK13	1.54E-05	0	0	6.03E-06	0	0	2.00E-05	0.000108331	0	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola sp. S2-3	1.54E-05	0	0	4.86E-06	0	4.44E-05	0	5.42E-05	4.58E-06	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Siansivirga;s__Siansivirga zeaxanthinifaciens	3.08E-05	0	0	5.64E-06	0	1.27E-05	2.00E-05	5.42E-05	0	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tamlana;s__Tamlana sp. UJ94	0	0	0	5.25E-06	6.50E-06	2.53E-05	2.00E-05	0	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum dicentrarchi	1.54E-05	0	0	2.53E-06	0	1.27E-05	2.00E-05	0	0	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum jejuense	9.24E-05	5.08E-05	3.06E-05	1.13E-05	1.30E-05	6.97E-05	4.00E-05	5.42E-05	4.58E-06	3.89E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum maritimum	0	0	7.64E-06	4.08E-06	0	6.34E-06	0	0	2.29E-06	3.89E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum mesophilum	1.54E-05	0	0	2.72E-06	0	1.27E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum sp. DSM 106434	0	0	0	2.53E-06	0	6.34E-06	0	0	6.87E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum sp. SZ-18	0	0	0	3.30E-06	1.30E-05	1.27E-05	2.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum todarodis	4.62E-05	8.46E-06	0	1.94E-06	0	2.53E-05	2.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Weeksella;s__Weeksella virosa	3.08E-05	0	0	5.25E-06	0	4.44E-05	2.00E-05	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Wenyingzhuangia;s__Wenyingzhuangia fucanilytica	3.08E-05	0	0	4.47E-06	0	3.80E-05	0	2.71E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp. J14-2	0	0	7.64E-06	6.03E-06	1.95E-05	1.27E-05	0.011435197	5.42E-05	0.000597599	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp. PC-19	1.54E-05	0	0	6.03E-06	0	1.90E-05	0.000159933	0	1.14E-05	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp. PG-2	4.62E-05	0	7.64E-06	6.80E-06	6.50E-06	2.53E-05	2.00E-05	0	4.58E-06	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp. RHA_55	1.54E-05	0	0	4.28E-06	0	4.44E-05	6.00E-05	8.12E-05	0	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zobellia;s__Zobellia galactanivorans	9.24E-05	0	7.64E-06	9.33E-06	0	3.80E-05	4.00E-05	0.000135413	4.58E-06	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia profunda	1.54E-05	0	0	5.83E-06	6.50E-06	1.27E-05	0	5.42E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Ichthyobacteriaceae;g__Ichthyobacterium;s__Ichthyobacterium seriolicida	3.08E-05	0	7.64E-06	4.47E-06	0	3.17E-05	4.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Haliscomenobacter;s__Haliscomenobacter hydrossis	6.16E-05	0	0	1.44E-05	6.50E-06	4.44E-05	0.00011995	2.71E-05	0	5.18E-06
k__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Saprospira;s__Saprospira grandis	4.62E-05	0	0	9.72E-06	0	1.90E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Anseongella;s__Anseongella ginsenosidimutans	0	0	0	8.55E-06	0	1.90E-05	2.00E-05	5.42E-05	0	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter ginsenosidivorans	3.08E-05	0	0	1.01E-05	0	3.80E-05	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter ginsenosidivorax	4.62E-05	0	0	3.11E-06	1.30E-05	4.44E-05	2.00E-05	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter gotjawali	1.54E-05	8.46E-06	0	2.53E-06	6.50E-06	2.53E-05	0	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter mallensis	6.16E-05	0	0	8.16E-06	0	4.44E-05	8.00E-05	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter paludis	6.16E-05	0	0	1.19E-05	0	3.17E-05	4.00E-05	8.12E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter rubeus	0.000107785	0	0	9.14E-06	6.50E-06	6.34E-05	2.00E-05	8.12E-05	0	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp. HYN0043	1.54E-05	0	0	5.83E-06	0	1.90E-05	2.00E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp. PAMC 26640	4.62E-05	0	0	5.25E-06	0	1.90E-05	0.00011995	5.42E-05	1.60E-05	9.07E-06
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter xinganensis	3.08E-05	0	0	1.01E-05	0	3.17E-05	8.00E-05	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter;s__Olivibacter sp. LS-1	0	0	0	1.17E-06	0	6.34E-06	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter cryoconitis	0	0	0	8.36E-06	0	4.44E-05	4.00E-05	2.71E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter ginsengisoli	3.08E-05	8.46E-06	0	4.28E-06	0	1.90E-05	2.00E-05	5.42E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter heparinus	0	0	0	5.83E-06	0	3.17E-05	0	5.42E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. CJ43	0	0	0	4.47E-06	0	3.80E-05	4.00E-05	0	0	1.30E-06
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. G11	3.08E-05	0	0	7.39E-06	0	2.53E-05	2.00E-05	5.42E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. KBS0701	1.54E-05	0	0	9.91E-06	0	6.34E-06	2.00E-05	5.42E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. PACM 27299	1.54E-05	0	0	6.41E-06	0	7.60E-05	1.00E-04	5.42E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. eg	4.62E-05	0	0	7.19E-06	1.30E-05	1.90E-05	4.00E-05	2.71E-05	2.29E-06	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter steynii	4.62E-05	8.46E-06	0	5.64E-06	0	4.44E-05	2.00E-05	8.12E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter suwonensis	0	0	0	3.30E-06	6.50E-06	2.53E-05	0	8.12E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pseudopedobacter;s__Pseudopedobacter saltans	9.24E-05	0	0	6.61E-06	6.50E-06	9.51E-05	2.00E-05	0	0	7.77E-06
