#NAME	002VWWX	004AWZY	004VWZY	006VHQK	027VYMX	031VPYH	036AXHM	036VXHM	040VYDY	047VLRL
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter sp. CZR27	4.62E-05	0	0	9.72E-07	0	2.53E-05	0.000199916	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter sp. LPB0142	1.54E-05	0	0	1.17E-06	1.30E-05	2.53E-05	0.000199916	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter sphaeroides	0.000200172	0	3.82E-05	1.61E-05	3.90E-05	0.000152089	0.000599748	0.000352075	1.83E-05	1.55E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__Rhodovulum sp. MB263	0	0	0	1.56E-06	0	6.34E-06	6.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__Rhodovulum sp. P5	7.70E-05	0	0	4.67E-06	0	3.17E-05	0.000199916	0	2.06E-05	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__Rhodovulum sulfidophilum	0.000123183	0	0	1.17E-06	0	1.27E-05	8.00E-05	0	2.29E-06	1.30E-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibacterium;s__Roseibacterium elongatum	1.54E-05	0	0	2.72E-06	0	5.07E-05	0.000159933	0	4.58E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseivivax;s__Roseivivax sp. THAF197b	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseivivax;s__Roseivivax sp. THAF30	3.08E-05	0	0	1.17E-06	0	1.27E-05	1.00E-04	0	4.58E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseivivax;s__Roseivivax sp. THAF40	0	0	0	1.94E-07	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter denitrificans	1.54E-05	0	0	3.89E-07	0	0	0.000139941	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter litoralis	1.54E-05	0	0	1.17E-06	0	0	0.00011995	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius indicus	6.16E-05	0	0	1.36E-06	0	6.34E-06	0.000179924	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius mucosus	0	0	0	0	0	6.34E-06	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp. MME-070	1.54E-05	0	0	0	0	1.27E-05	8.00E-05	0	4.58E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp. THAF27	0	0	0	1.94E-07	0	0	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp. THAF8	0	0	0	0	0	0	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp. THAF9	3.08E-05	0	0	1.17E-06	0	6.34E-06	6.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp. TM1035	0	0	0	1.94E-07	0	0	4.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria pomeroyi	3.08E-05	0	0	1.94E-06	0	1.27E-05	1.00E-04	0	1.14E-05	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp. AD91A	3.08E-05	0	0	3.89E-07	6.50E-06	6.34E-06	1.00E-04	0	6.87E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp. THAF33	3.08E-05	0	0	3.89E-07	0	6.34E-06	2.00E-05	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp. TM1040	3.08E-05	0	0	5.83E-07	0	6.34E-06	8.00E-05	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sagittula;s__Sagittula sp. P11	4.62E-05	8.46E-06	0	3.89E-07	0	7.60E-05	0.000219908	2.71E-05	1.60E-05	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger profundus	1.54E-05	8.46E-06	0	9.72E-07	0	3.17E-05	0.000219908	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sedimentitalea;s__Sedimentitalea sp. W43	0	0	0	5.83E-07	0	1.90E-05	8.00E-05	5.42E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Silicimonas;s__Silicimonas algicola	3.08E-05	0	0	2.33E-06	0	6.34E-06	0.000359849	0	6.87E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Stappia;s__Stappia sp. ES.058	6.16E-05	0	0	5.83E-07	0	2.53E-05	0.00011995	0	6.87E-06	1.30E-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter donghicola	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pseudonitzschiae	6.16E-05	0	0	2.53E-06	0	0	0.000139941	0	9.16E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. AM1-D1	1.54E-05	0	0	7.78E-07	0	3.80E-05	0.000179924	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. BSw21498	0	0	0	1.36E-06	0	1.27E-05	0	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. D7	7.70E-05	0	0	3.89E-07	0	6.34E-06	8.00E-05	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. JL08	4.62E-05	0	0	3.89E-07	0	1.90E-05	0.00011995	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. SK011	3.08E-05	0	0	1.17E-06	0	1.27E-05	0	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. SK012	0	0	0	1.94E-07	0	0	4.00E-05	0.000189579	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. SK025	3.08E-05	0	0	0	0	1.27E-05	4.00E-05	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. THAF37	7.70E-05	0	0	1.94E-07	0	2.53E-05	0.000139941	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__Tabrizicola sp. K13M18	6.16E-05	0	0	2.14E-06	0	1.27E-05	0.000139941	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__Tateyamaria omphalii	3.08E-05	0	0	1.56E-06	0	0	0.00011995	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassococcus;s__Thalassococcus sp. S3	4.62E-05	0	0	4.28E-06	0	6.34E-06	0.000139941	0	4.58E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__Thioclava nitratireducens	1.54E-05	0	7.64E-06	3.89E-07	0	0	0.000139941	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yangia;s__Yangia pacifica	0	0	0	0	0	2.53E-05	0.000239899	0	4.58E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yangia;s__Yangia sp. CCB-MM3	6.16E-05	0	0	1.94E-06	0	1.27E-05	6.00E-05	0	1.83E-05	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis	3.08E-05	0	0	1.94E-07	0	6.34E-06	4.00E-05	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter aceti	0	0	0	9.72E-07	0	1.27E-05	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter ascendens	0	0	0	7.78E-07	0	1.27E-05	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter ghanensis	6.16E-05	0	0	1.17E-06	0	5.70E-05	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter orientalis	4.62E-05	0	0	1.36E-06	0	1.27E-05	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter oryzifermentans	0	0	0	3.89E-07	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter pasteurianus	0	0	0	3.30E-06	0	2.53E-05	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter persici	3.08E-05	0	0	0	0	1.90E-05	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter pomorum	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter senegalensis	1.54E-05	0	0	3.89E-07	0	0	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter sp. B6	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter sp. KACC 21233	1.54E-05	0	0	1.75E-06	0	0	2.00E-05	8.12E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter tropicalis	1.54E-05	0	0	1.94E-06	0	0	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidibrevibacterium;s__Acidibrevibacterium fodinaquatile	1.54E-05	0	0	1.36E-06	0	6.34E-06	0.000339857	0	1.37E-05	1.30E-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidiphilium;s__Acidiphilium cryptum	1.54E-05	0	0	7.78E-07	0	0	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidiphilium;s__Acidiphilium multivorum	0	0	0	3.89E-07	0	0	4.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Asaia;s__Asaia bogorensis	6.16E-05	0	0	1.94E-06	0	4.44E-05	6.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp. AMU001	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp. ESL0284	0	0	0	0	0	6.34E-06	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconacetobacter;s__Gluconacetobacter diazotrophicus	0	0	0	4.86E-06	0	6.34E-06	0.000219908	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconobacter;s__Gluconobacter albidus	0	0	0	1.36E-06	0	1.27E-05	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconobacter;s__Gluconobacter oxydans	3.08E-05	0	0	2.53E-06	0	2.53E-05	4.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconobacter;s__Gluconobacter thailandicus	1.54E-05	0	0	0	0	0	4.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Granulibacter;s__Granulibacter bethesdensis	0.000138581	0	0	3.30E-06	1.30E-05	5.70E-05	0.000219908	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter europaeus	1.54E-05	0	0	9.72E-07	0	6.34E-06	4.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter hansenii	0	0	0	7.78E-07	0	2.53E-05	4.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter medellinensis	0	0	0	1.17E-06	0	0	4.00E-05	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter nataicola	1.54E-05	0	0	9.72E-07	0	1.90E-05	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter oboediens	1.54E-05	0	0	1.94E-07	0	6.34E-06	8.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter rhaeticus	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter saccharivorans	3.08E-05	0	0	1.94E-07	0	0	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter xylinus	1.54E-05	0	0	3.69E-06	0	6.34E-06	6.00E-05	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Kozakia;s__Kozakia baliensis	1.54E-05	0	0	3.50E-06	0	3.80E-05	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Neoasaia;s__Neoasaia chiangmaiensis	3.08E-05	0	0	3.89E-07	0	3.17E-05	8.00E-05	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Neokomagataea;s__Neokomagataea sp. Ha5	0	0	0	2.33E-06	0	1.27E-05	4.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Neokomagataea;s__Neokomagataea tanensis	0	0	0	1.94E-07	0	1.90E-05	4.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Parasaccharibacter;s__Parasaccharibacter apium	1.54E-05	8.46E-06	0	1.56E-06	0	8.87E-05	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__Roseomonas gilardii	3.08E-05	0	0	9.72E-07	6.50E-06	6.34E-06	0.000219908	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__Roseomonas mucosa	3.08E-05	0	0	5.83E-07	1.30E-05	6.34E-06	4.00E-05	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__Roseomonas sp. FDAARGOS_362	1.54E-05	0	0	1.94E-07	0	6.34E-06	1.00E-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Stella;s__Stella humosa	3.08E-05	0	0	1.56E-06	0	1.90E-05	0.000639731	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Swingsia;s__Swingsia samuiensis	1.54E-05	0	0	7.78E-07	0	6.34E-06	0	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Swingsia;s__Swingsia sp. F3b2	0	0	0	3.11E-06	0	6.34E-06	2.00E-05	5.42E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Azospirillum brasilense	0.000169377	0	0	6.61E-06	0	3.80E-05	0.00061974	0	2.29E-06	1.30E-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Azospirillum humicireducens	9.24E-05	0	0	1.38E-05	0	3.80E-05	8.00E-05	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Azospirillum lipoferum	3.08E-05	0	0	3.89E-06	0	3.80E-05	0.000279882	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Azospirillum sp. CFH 70021	4.62E-05	0	0	1.56E-06	0	3.17E-05	0.000279882	5.42E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Azospirillum sp. M2T2B2	3.08E-05	0	0	7.78E-07	0	0	0.000179924	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Azospirillum sp. TSA2s	4.62E-05	0	0	2.33E-06	6.50E-06	4.44E-05	0.000359849	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Azospirillum sp. TSH100	1.54E-05	0	7.64E-06	1.36E-06	0	0	0.000299874	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Azospirillum sp. TSH58	1.54E-05	0	0	1.94E-07	0	1.27E-05	8.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum;s__Azospirillum thiophilum	0.000123183	0	0	3.11E-06	0	1.90E-05	0.000239899	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Candidatus Endolissoclinum;s__Candidatus Endolissoclinum faulkneri	4.62E-05	0	0	1.94E-07	0	1.90E-05	2.00E-05	5.42E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Ferrovibrio;s__Ferrovibrio sp. K5	4.62E-05	0	0	3.89E-07	0	3.17E-05	1.00E-04	2.71E-05	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Haematospirillum;s__Haematospirillum jordaniae	1.54E-05	0	0	0	0	3.80E-05	6.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Indioceanicola;s__Indioceanicola profundi	0.000138581	0	0	3.89E-07	0	2.53E-05	0.000139941	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospira;s__Magnetospira sp. QH-2	0.000138581	0	0	4.08E-06	0	2.53E-05	1.00E-04	0	0	1.30E-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum gryphiswaldense	3.08E-05	0	0	1.94E-06	0	3.17E-05	0.000159933	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum magneticum	6.16E-05	0	0	3.89E-07	0	2.53E-05	0.000159933	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum sp. ME-1	0	0	0	9.72E-07	0	6.34E-06	0.00011995	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum sp. XM-1	4.62E-05	0	0	3.89E-07	0	2.53E-05	8.00E-05	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Nitrospirillum;s__Nitrospirillum amazonense	7.70E-05	0	0	4.86E-06	0	8.24E-05	0.000259891	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Niveispirillum;s__Niveispirillum cyanobacteriorum	3.08E-05	0	0	1.56E-06	0	4.44E-05	6.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Pararhodospirillum;s__Pararhodospirillum photometricum	0	0	0	9.72E-07	0	0	8.00E-05	2.71E-05	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Rhodospirillum;s__Rhodospirillum centenum	3.08E-05	0	0	5.83E-07	0	1.90E-05	0.000319866	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Rhodospirillum;s__Rhodospirillum rubrum	3.08E-05	0	0	1.94E-07	0	3.17E-05	0.000239899	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Thalassospira;s__Thalassospira indica	6.16E-05	0	0	2.92E-06	0	0	2.00E-05	2.71E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Thalassospira;s__Thalassospira marina	6.16E-05	0	0	2.14E-06	0	6.34E-06	4.00E-05	0	0	1.30E-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Thalassospira;s__Thalassospira xiamenensis	4.62E-05	0	0	1.56E-06	0	1.27E-05	0	8.12E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Tistrella;s__Tistrella mobilis	9.24E-05	0	7.64E-06	2.53E-06	1.30E-05	8.24E-05	0.000179924	0	2.29E-06	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Anaplasma;s__Anaplasma centrale	0	0	0	1.94E-07	0	0	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Anaplasma;s__Anaplasma marginale	0	0	0	0	0	0	2.00E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Anaplasma;s__Anaplasma ovis	0	0	0	9.72E-07	6.50E-06	0	2.00E-05	0	0	0
